meta_id	OIDHT_OID3072	OIDHT	OIDHT_UniProt	OIDHT_Assay	OID3072	OID3072_UniProt	OID3072_Assay
OID44466_OID20164	OID44466_OID20164	OID44466	P51693	APLP1	OID20164	P51693	APLP1
OID44546_OID20165	OID44546_OID20165	OID44546	Q9NY25	CLEC5A	OID20165	Q9NY25	CLEC5A
OID44696_OID20166	OID44696_OID20166	OID44696	P08263	GSTA1	OID20166	P08263	GSTA1
OID44712_OID20167	OID44712_OID20167	OID44712	Q969P0	IGSF8	OID20167	Q969P0	IGSF8
OID44776_OID20168	OID44776_OID20168	OID44776	Q16820	MEP1B	OID20168	Q16820	MEP1B
OID44914_OID20169	OID44914_OID20169	OID44914	P18827	SDC1	OID20169	P18827	SDC1
OID44526_OID20170	OID44526_OID20170	OID44526	P19022	CDH2	OID20170	P19022	CDH2
OID44771_OID20171	OID44771_OID20171	OID44771	Q8NI22	MCFD2	OID20171	Q8NI22	MCFD2
OID44651_OID20172	OID44651_OID20172	OID44651	Q96LA6	FCRL1	OID20172	Q96LA6	FCRL1
OID44692_OID20173	OID44692_OID20173	OID44692	Q14956	GPNMB	OID20173	Q14956	GPNMB
OID44886_OID20174	OID44886_OID20174	OID44886	P09417	QDPR	OID20174	P09417	QDPR
OID44681_OID20175	OID44681_OID20175	OID44681	Q9UBU3	GHRL	OID20175	Q9UBU3	GHRL
OID44866_OID20176	OID44866_OID20176	OID44866	P41236	PPP1R2	OID20176	P41236	PPP1R2
OID44509_OID20177	OID44509_OID20177	OID44509	Q9Y5K6	CD2AP	OID20177	Q9Y5K6	CD2AP
OID44800_OID20178	OID44800_OID20178	OID44800	O95544	NADK	OID20178	O95544	NADK
OID44492_OID20179	OID44492_OID20179	OID44492	P27352	CBLIF	OID20179	P27352	CBLIF
OID44983_OID20180	OID44983_OID20180	OID44983	Q9GZM7	TINAGL1	OID20180	Q9GZM7	TINAGL1
OID44491_OID20181	OID44491_OID20181	OID44491	Q8WVQ1	CANT1	OID20181	Q8WVQ1	CANT1
OID44960_OID20182	OID44960_OID20182	OID44960	Q8WTU2	SSC4D	OID20182	Q8WTU2	SSC4D
OID44826_OID20183	OID44826_OID20183	OID44826	P78380	OLR1	OID20183	P78380	OLR1
OID44602_OID20184	OID44602_OID20184	OID44602	Q9NR28	DIABLO	OID20184	Q9NR28	DIABLO
OID44757_OID20185	OID44757_OID20185	OID44757	Q86VZ4	LRP11	OID20185	Q86VZ4	LRP11
OID44918_OID20186	OID44918_OID20186	OID44918	Q13275	SEMA3F	OID20186	Q13275	SEMA3F
OID44746_OID20187	OID44746_OID20187	OID44746	P41159	LEP	OID20187	P41159	LEP
OID44756_OID20188	OID44756_OID20188	OID44756	P06858	LPL	OID20188	P06858	LPL
OID44447_OID20189	OID44447_OID20189	OID44447	Q8IZP9	ADGRG2	OID20189	Q8IZP9	ADGRG2
OID44934_OID20190	OID44934_OID20190	OID44934	Q9Y286	SIGLEC7	OID20190	Q9Y286	SIGLEC7
OID44817_OID20191	OID44817_OID20191	OID44817	O95502	NPTXR	OID20191	O95502	NPTXR
OID44694_OID20192	OID44694_OID20192	OID44694	O75791	GRAP2	OID20192	O75791	GRAP2
OID44529_OID20193	OID44529_OID20193	OID44529	Q9HBB8	CDHR5	OID20193	Q9HBB8	CDHR5
OID44978_OID20194	OID44978_OID20194	OID44978	P52888	THOP1	OID20194	P52888	THOP1
OID44685_OID20195	OID44685_OID20195	OID44685	P35754	GLRX	OID20195	P35754	GLRX
OID44728_OID20196	OID44728_OID20196	OID44728	P21583	KITLG	OID20196	P21583	KITLG
OID44847_OID20197	OID44847_OID20197	OID44847	Q9UKJ0	PILRB	OID20197	Q9UKJ0	PILRB
OID44548_OID20198	OID44548_OID20198	OID44548	Q15846	CLUL1	OID20198	Q15846	CLUL1
OID44454_OID20199	OID44454_OID20199	OID44454	P23526	AHCY	OID20199	P23526	AHCY
OID44642_OID20200	OID44642_OID20200	OID44642	P12104	FABP2	OID20200	P12104	FABP2
OID44893_OID20201	OID44893_OID20201	OID44893	P00797	REN	OID20201	P00797	REN
OID44675_OID20202	OID44675_OID20202	OID44675	Q9UK05	GDF2	OID20202	Q9UK05	GDF2
OID44899_OID20203	OID44899_OID20203	OID44899	P12724	RNASE3	OID20203	P12724	RNASE3
OID44948_OID20204	OID44948_OID20204	OID44948	Q9BQB4	SOST	OID20204	Q9BQB4	SOST
OID44815_OID20205	OID44815_OID20205	OID44815	Q9NQX5	NPDC1	OID20205	Q9NQX5	NPDC1
OID44517_OID20206	OID44517_OID20206	OID44517	Q07108	CD69	OID20206	Q07108	CD69
OID44587_OID20207	OID44587_OID20207	OID44587	P42830	CXCL5	OID20207	P42830	CXCL5
OID44554_OID20208	OID44554_OID20208	OID44554	P02462	COL4A1	OID20208	P02462	COL4A1
OID44754_OID20209	OID44754_OID20209	OID44754	A6NI73	LILRA5	OID20209	A6NI73	LILRA5
OID44769_OID20210	OID44769_OID20210	OID44769	Q9UEW3	MARCO	OID20210	Q9UEW3	MARCO
OID44460_OID20211	OID44460_OID20211	OID44460	O95841	ANGPTL1	OID20211	O95841	ANGPTL1
OID44873_OID20212	OID44873_OID20212	OID44873	Q9BQR3	PRSS27	OID20212	Q9BQR3	PRSS27
OID44947_OID20213	OID44947_OID20213	OID44947	Q99523	SORT1	OID20213	Q99523	SORT1
OID44927_OID20214	OID44927_OID20214	OID44927	P35247	SFTPD	OID20214	P35247	SFTPD
OID44598_OID20215	OID44598_OID20215	OID44598	P20711	DDC	OID20215	P20711	DDC
OID44915_OID20216	OID44915_OID20216	OID44915	P31431	SDC4	OID20216	P31431	SDC4
OID44703_OID20217	OID44703_OID20217	OID44703	P09601	HMOX1	OID20217	P09601	HMOX1
OID44942_OID20218	OID44942_OID20218	OID44942	O00161	SNAP23	OID20218	O00161	SNAP23
OID44921_OID20219	OID44921_OID20219	OID44921	Q8IW75	SERPINA12	OID20219	Q8IW75	SERPINA12
OID44679_OID20220	OID44679_OID20220	OID44679	P01241	GH1	OID20220	P01241	GH1
OID44957_OID20221	OID44957_OID20221	OID44957	Q9BUD6	SPON2	OID20221	Q9BUD6	SPON2
OID44805_OID20222	OID44805_OID20222	OID44805	Q92692	NECTIN2	OID20222	Q92692	NECTIN2
OID44540_OID20223	OID44540_OID20223	OID44540	Q6WN34	CHRDL2	OID20223	Q6WN34	CHRDL2
OID44902_OID20224	OID44902_OID20224	OID44902	Q01973	ROR1	OID20224	Q01973	ROR1
OID44489_OID20225	OID44489_OID20225	OID44489	Q8N1Q1	CA13	OID20225	Q8N1Q1	CA13
OID44494_OID20226	OID44494_OID20226	OID44494	Q76M96	CCDC80	OID20226	Q76M96	CCDC80
OID44649_OID20227	OID44649_OID20227	OID44649	P09467	FBP1	OID20227	P09467	FBP1
OID44581_OID20228	OID44581_OID20228	OID44581	P07711	CTSL	OID20228	P07711	CTSL
OID44818_OID20229	OID44818_OID20229	OID44818	Q92823	NRCAM	OID20229	Q92823	NRCAM
OID45144_OID20230	OID45144_OID20230	OID45144	P04792	HSPB1	OID20230	P04792	HSPB1
OID44977_OID20231	OID44977_OID20231	OID44977	P07204	THBD	OID20231	P07204	THBD
OID44735_OID20232	OID44735_OID20232	OID44735	Q16773	KYAT1	OID20232	Q16773	KYAT1
OID44647_OID20233	OID44647_OID20233	OID44647	Q92520	FAM3C	OID20233	Q92520	FAM3C
OID45004_OID20234	OID45004_OID20234	OID45004	P19971	TYMP	OID20234	P19971	TYMP
OID45211_OID20235	OID45211_OID20235	OID45211	Q8NBP7	PCSK9	OID20235	Q8NBP7	PCSK9
OID45154_OID20236	OID45154_OID20236	OID45154	Q16270	IGFBP7	OID20236	Q16270	IGFBP7
OID45293_OID20237	OID45293_OID20237	OID45293	P07911	UMOD	OID20237	P07911	UMOD
OID45228_OID20238	OID45228_OID20238	OID45228	P55058	PLTP	OID20238	P55058	PLTP
OID45184_OID20239	OID45184_OID20239	OID45184	Q13361	MFAP5	OID20239	Q13361	MFAP5
OID45174_OID20240	OID45174_OID20240	OID45174	P01130	LDLR	OID20240	P01130	LDLR
OID45048_OID20241	OID45048_OID20241	OID45048	P22748	CA4	OID20241	P22748	CA4
OID45118_OID20242	OID45118_OID20242	OID45118	P54760	EPHB4	OID20242	P54760	EPHB4
OID45064_OID20243	OID45064_OID20243	OID45064	P33151	CDH5	OID20243	P33151	CDH5
OID45068_OID20244	OID45068_OID20244	OID45068	P23141	CES1	OID20244	P23141	CES1
OID45121_OID20245	OID45121_OID20245	OID45121	P15090	FABP4	OID20245	P15090	FABP4
OID45151_OID20246	OID45151_OID20246	OID45151	P08833	IGFBP1	OID20246	P08833	IGFBP1
OID45146_OID20248	OID45146_OID20248	OID45146	P13598	ICAM2	OID20248	P13598	ICAM2
OID45023_OID20249	OID45023_OID20249	OID45023	Q76LX8	ADAMTS13	OID20249	Q76LX8	ADAMTS13
OID45158_OID20250	OID45158_OID20250	OID45158	Q01638	IL1RL1	OID20250	Q01638	IL1RL1
OID45131_OID20251	OID45131_OID20251	OID45131	Q99988	GDF15	OID20251	Q99988	GDF15
OID45224_OID20252	OID45224_OID20252	OID45224	P04054	PLA2G1B	OID20252	P04054	PLA2G1B
OID45200_OID20253	OID45200_OID20253	OID45200	Q9UM47	NOTCH3	OID20253	Q9UM47	NOTCH3
OID45179_OID20254	OID45179_OID20254	OID45179	Q14767	LTBP2	OID20254	Q14767	LTBP2
OID45276_OID20255	OID45276_OID20255	OID45276	Q03167	TGFBR3	OID20255	Q03167	TGFBR3
OID45295_OID20256	OID45295_OID20256	OID45295	P04275	VWF	OID20256	P04275	VWF
OID45216_OID20257	OID45216_OID20257	OID45216	Q5VY43	PEAR1	OID20257	Q5VY43	PEAR1
OID45245_OID20258	OID45245_OID20258	OID45245	Q06141	REG3A	OID20258	Q06141	REG3A
OID45297_OID20259	OID45297_OID20259	OID45297	P55808	XG	OID20259	P55808	XG
OID45025_OID20260	OID45025_OID20260	OID45025	P48960	ADGRE5	OID20260	P48960	ADGRE5
OID45128_OID20261	OID45128_OID20261	OID45128	P04066	FUCA1	OID20261	P04066	FUCA1
OID45106_OID20264	OID45106_OID20264	OID45106	Q9UBP4	DKK3	OID20264	Q9UBP4	DKK3
OID45281_OID20265	OID45281_OID20265	OID45281	O14798	TNFRSF10C	OID20265	O14798	TNFRSF10C
OID45244_OID20266	OID45244_OID20266	OID45244	P48304	REG1B	OID20266	P48304	REG1B
OID45159_OID20267	OID45159_OID20267	OID45159	P01589	IL2RA	OID20267	P01589	IL2RA
OID45213_OID20268	OID45213_OID20268	OID45213	P09619	PDGFRB	OID20268	P09619	PDGFRB
OID45183_OID20269	OID45183_OID20269	OID45183	P08581	MET	OID20269	P08581	MET
OID45119_OID20270	OID45119_OID20270	OID45119	Q96AP7	ESAM	OID20270	Q96AP7	ESAM
OID45047_OID20271	OID45047_OID20271	OID45047	P07451	CA3	OID20271	P07451	CA3
OID45285_OID20272	OID45285_OID20272	OID45285	Q9Y275	TNFSF13B	OID20272	Q9Y275	TNFSF13B
OID45028_OID20273	OID45028_OID20273	OID45028	Q13740	ALCAM	OID20273	Q13740	ALCAM
OID45225_OID20274	OID45225_OID20274	OID45225	P14555	PLA2G2A	OID20274	P14555	PLA2G2A
OID45190_OID20275	OID45190_OID20275	OID45190	P08118	MSMB	OID20275	P08118	MSMB
OID45099_OID20276	OID45099_OID20276	OID45099	P07858	CTSB	OID20276	P07858	CTSB
OID45147_OID20277	OID45147_OID20277	OID45147	P32942	ICAM3	OID20277	P32942	ICAM3
OID45109_OID20278	OID45109_OID20278	OID45109	Q07507	DPT	OID20278	Q07507	DPT
OID45091_OID20279	OID45091_OID20279	OID45091	Q9NQ79	CRTAC1	OID20279	Q9NQ79	CRTAC1
OID45088_OID20280	OID45088_OID20280	OID45088	P15085	CPA1	OID20280	P15085	CPA1
OID45254_OID20281	OID45254_OID20281	OID45254	Q86U17	SERPINA11	OID20281	Q86U17	SERPINA11
OID45100_OID20282	OID45100_OID20282	OID45100	Q9H2A7	CXCL16	OID20282	Q9H2A7	CXCL16
OID45253_OID20283	OID45253_OID20283	OID45253	O75326	SEMA7A	OID20283	O75326	SEMA7A
OID45175_OID20284	OID45175_OID20284	OID45175	P17931	LGALS3	OID20284	P17931	LGALS3
OID45181_OID20285	OID45181_OID20285	OID45181	Q9H1U4	MEGF9	OID20285	Q9H1U4	MEGF9
OID45087_OID20286	OID45087_OID20286	OID45087	P31146	CORO1A	OID20286	P31146	CORO1A
OID45116_OID20287	OID45116_OID20287	OID45116	P17813	ENG	OID20287	P17813	ENG
OID45117_OID20288	OID45117_OID20288	OID45117	Q13822	ENPP2	OID20288	Q13822	ENPP2
OID45089_OID20289	OID45089_OID20289	OID45089	P15086	CPB1	OID20289	P15086	CPB1
OID45251_OID20290	OID45251_OID20290	OID45251	P16581	SELE	OID20290	P16581	SELE
OID45208_OID20291	OID45208_OID20291	OID45208	P19021	PAM	OID20291	P19021	PAM
OID45085_OID20292	OID45085_OID20292	OID45085	P12111	COL6A3	OID20292	P12111	COL6A3
OID45093_OID20293	OID45093_OID20293	OID45093	Q15828	CST6	OID20293	Q15828	CST6
OID45094_OID20294	OID45094_OID20294	OID45094	P04080	CSTB	OID20294	P04080	CSTB
OID45107_OID20295	OID45107_OID20295	OID45107	P80370	DLK1	OID20295	P80370	DLK1
OID45139_OID20296	OID45139_OID20296	OID45139	P08236	GUSB	OID20296	P08236	GUSB
OID45250_OID20297	OID45250_OID20297	OID45250	Q14162	SCARF1	OID20297	Q14162	SCARF1
OID45067_OID20298	OID45067_OID20298	OID45067	P09093	CELA3A	OID20298	P09093	CELA3A
OID45054_OID20299	OID45054_OID20299	OID45054	P48745	CCN3	OID20299	P48745	CCN3
OID45145_OID20300	OID45145_OID20300	OID45145	Q9Y4L1	HYOU1	OID20300	Q9Y4L1	HYOU1
OID45268_OID20302	OID45268_OID20302	OID45268	P15907	ST6GAL1	OID20302	P15907	ST6GAL1
OID45278_OID20303	OID45278_OID20303	OID45278	P35590	TIE1	OID20303	P35590	TIE1
OID45259_OID20304	OID45259_OID20304	OID45259	P78324	SIRPA	OID20304	P78324	SIRPA
OID45050_OID20305	OID45050_OID20305	OID45050	P42574	CASP3	OID20305	P42574	CASP3
OID45242_OID20306	OID45242_OID20306	OID45242	Q13332	PTPRS	OID20306	Q13332	PTPRS
OID45078_OID20307	OID45078_OID20307	OID45078	Q12860	CNTN1	OID20307	Q12860	CNTN1
OID45045_OID20308	OID45045_OID20308	OID45045	Q8TDL5	BPIFB1	OID20308	Q8TDL5	BPIFB1
OID45037_OID20309	OID45037_OID20309	OID45037	P20160	AZU1	OID20309	P20160	AZU1
OID45241_OID20310	OID45241_OID20310	OID45241	P10586	PTPRF	OID20310	P10586	PTPRF
OID45198_OID20311	OID45198_OID20311	OID45198	P46531	NOTCH1	OID20311	P46531	NOTCH1
OID45071_OID20312	OID45071_OID20312	OID45071	Q13231	CHIT1	OID20312	Q13231	CHIT1
OID45212_OID20313	OID45212_OID20313	OID45212	P04085	PDGFA	OID20313	P04085	PDGFA
OID45022_OID20314	OID45022_OID20314	OID45022	P13686	ACP5	OID20314	P13686	ACP5
OID45166_OID20315	OID45166_OID20315	OID45166	P05107	ITGB2	OID20315	P05107	ITGB2
OID45123_OID20316	OID45123_OID20316	OID45123	P25445	FAS	OID20316	P25445	FAS
OID45229_OID20317	OID45229_OID20317	OID45229	O15031	PLXNB2	OID20317	O15031	PLXNB2
OID45130_OID20318	OID45130_OID20318	OID45130	Q14393	GAS6	OID20318	Q14393	GAS6
OID45115_OID20319	OID45115_OID20319	OID45115	P00533	EGFR	OID20319	P00533	EGFR
OID45243_OID20320	OID45243_OID20320	OID45243	Q16769	QPCT	OID20320	Q16769	QPCT
OID45248_OID20321	OID45248_OID20321	OID45248	O00584	RNASET2	OID20321	O00584	RNASET2
OID45267_OID20322	OID45267_OID20322	OID45267	P10451	SPP1	OID20322	P10451	SPP1
OID45178_OID20324	OID45178_OID20324	OID45178	O75023	LILRB5	OID20324	O75023	LILRB5
OID45152_OID20325	OID45152_OID20325	OID45152	P18065	IGFBP2	OID20325	P18065	IGFBP2
OID45220_OID20326	OID45220_OID20326	OID45220	P19957	PI3	OID20326	P19957	PI3
OID45247_OID20327	OID45247_OID20327	OID45247	Q9HD89	RETN	OID20327	Q9HD89	RETN
OID45052_OID20328	OID45052_OID20328	OID45052	Q16663	CCL15	OID20328	Q16663	CCL15
OID45238_OID20329	OID45238_OID20329	OID45238	P24158	PRTN3	OID20329	P24158	PRTN3
OID45122_OID20330	OID45122_OID20330	OID45122	Q12884	FAP	OID20330	Q12884	FAP
OID45231_OID20331	OID45231_OID20331	OID45231	P23284	PPIB	OID20331	P23284	PPIB
OID45082_OID20332	OID45082_OID20332	OID45082	P39060	COL18A1	OID20332	P39060	COL18A1
OID45053_OID20334	OID45053_OID20334	OID45053	O15467	CCL16	OID20334	O15467	CCL16
OID45083_OID20335	OID45083_OID20335	OID45083	P02452	COL1A1	OID20335	P02452	COL1A1
OID45043_OID20336	OID45043_OID20336	OID45043	Q13867	BLMH	OID20336	Q13867	BLMH
OID45235_OID20337	OID45235_OID20337	OID45235	P42785	PRCP	OID20337	P42785	PRCP
OID45219_OID20338	OID45219_OID20338	OID45219	O75594	PGLYRP1	OID20338	O75594	PGLYRP1
OID45061_OID20339	OID45061_OID20339	OID45061	P13987	CD59	OID20339	P13987	CD59
OID45417_OID20341	OID45417_OID20341	OID45417	P20062	TCN2	OID20341	P20062	TCN2
OID45256_OID20342	OID45256_OID20342	OID45256	P05121	SERPINE1	OID20342	P05121	SERPINE1
OID45383_OID20343	OID45383_OID20343	OID45383	P43121	MCAM	OID20343	P43121	MCAM
OID45429_OID20345	OID45429_OID20345	OID45429	Q6EMK4	VASN	OID20345	Q6EMK4	VASN
OID45314_OID20346	OID45314_OID20346	OID45314	Q13508	ART3	OID20346	Q13508	ART3
OID45337_OID20347	OID45337_OID20347	OID45337	Q96KN2	CNDP1	OID20347	Q96KN2	CNDP1
OID45375_OID20348	OID45375_OID20348	OID45375	O95998	IL18BP	OID20348	O95998	IL18BP
OID45357_OID20349	OID45357_OID20349	OID45357	P00740	F9	OID20349	P00740	F9
OID45307_OID20350	OID45307_OID20350	OID45307	P15144	ANPEP	OID20350	P15144	ANPEP
OID45415_OID20351	OID45415_OID20351	OID45415	A1L4H1	SSC5D	OID20351	A1L4H1	SSC5D
OID45378_OID20352	OID45378_OID20352	OID45378	Q06033	ITIH3	OID20352	Q06033	ITIH3
OID45332_OID20353	OID45332_OID20353	OID45332	P12830	CDH1	OID20353	P12830	CDH1
OID45387_OID20354	OID45387_OID20354	OID45387	P13591	NCAM1	OID20354	P13591	NCAM1
OID45380_OID20355	OID45380_OID20355	OID45380	P18428	LBP	OID20355	P18428	LBP
OID45392_OID20356	OID45392_OID20356	OID45392	Q99650	OSMR	OID20356	Q99650	OSMR
OID45371_OID20357	OID45371_OID20357	OID45371	Q12794	HYAL1	OID20357	Q12794	HYAL1
OID45347_OID20358	OID45347_OID20358	OID45347	P07339	CTSD	OID20358	P07339	CTSD
OID45426_OID20359	OID45426_OID20359	OID45426	P24821	TNC	OID20359	P24821	TNC
OID45328_OID20360	OID45328_OID20360	OID45328	Q86VB7	CD163	OID20360	Q86VB7	CD163
OID45414_OID20361	OID45414_OID20361	OID45414	Q14515	SPARCL1	OID20361	Q14515	SPARCL1
OID45389_OID20362	OID45389_OID20362	OID45389	P14543	NID1	OID20362	P14543	NID1
OID45316_OID20363	OID45316_OID20363	OID45316	P30530	AXL	OID20363	P30530	AXL
OID45402_OID20364	OID45402_OID20364	OID45402	P07478	PRSS2	OID20364	P07478	PRSS2
OID45348_OID20365	OID45348_OID20365	OID45348	Q9UBR2	CTSZ	OID20365	Q9UBR2	CTSZ
OID45336_OID20366	OID45336_OID20366	OID45336	O00533	CHL1	OID20366	O00533	CHL1
OID45318_OID20367	OID45318_OID20367	OID45318	Q9BXJ1	C1QTNF1	OID20367	Q9BXJ1	C1QTNF1
OID45423_OID20368	OID45423_OID20368	OID45423	P35443	THBS4	OID20368	P35443	THBS4
OID45420_OID20369	OID45420_OID20369	OID45420	P02786	TFRC	OID20369	P02786	TFRC
OID45379_OID20370	OID45379_OID20370	OID45379	P10721	KIT	OID20370	P10721	KIT
OID45418_OID20371	OID45418_OID20371	OID45418	Q07654	TFF3	OID20371	Q07654	TFF3
OID45356_OID20372	OID45356_OID20372	OID45356	P08709	F7	OID20372	P08709	F7
OID45404_OID20373	OID45404_OID20373	OID45404	Q99969	RARRES2	OID20373	Q99969	RARRES2
OID45313_OID20374	OID45313_OID20374	OID45313	O95445	APOM	OID20374	O95445	APOM
OID45424_OID20375	OID45424_OID20375	OID45424	Q96H15	TIMD4	OID20375	Q96H15	TIMD4
OID45377_OID20376	OID45377_OID20376	OID45377	P05556	ITGB1	OID20376	P05556	ITGB1
OID45330_OID20377	OID45330_OID20377	OID45330	P08174	CD55	OID20377	P08174	CD55
OID45327_OID20378	OID45327_OID20378	OID45327	P08571	CD14	OID20378	P08571	CD14
OID45410_OID20379	OID45410_OID20379	OID45410	P16109	SELP	OID20379	P16109	SELP
OID45329_OID20380	OID45329_OID20380	OID45329	P15529	CD46	OID20380	P15529	CD46
OID45365_OID20381	OID45365_OID20381	OID45365	P07359	GP1BA	OID20381	P07359	GP1BA
OID45361_OID20382	OID45361_OID20382	OID45361	Q15485	FCN2	OID20382	Q15485	FCN2
OID45370_OID20383	OID45370_OID20383	OID45370	P98160	HSPG2	OID20383	P98160	HSPG2
OID45393_OID20384	OID45393_OID20384	OID45393	Q15113	PCOLCE	OID20384	Q15113	PCOLCE
OID45376_OID20385	OID45376_OID20385	OID45376	P08887	IL6R	OID20385	P08887	IL6R
OID45412_OID20386	OID45412_OID20386	OID45412	P00441	SOD1	OID20386	P00441	SOD1
OID45419_OID20388	OID45419_OID20388	OID45419	P10646	TFPI	OID20388	P10646	TFPI
OID45308_OID20389	OID45308_OID20389	OID45308	Q16853	AOC3	OID20389	Q16853	AOC3
OID45391_OID20390	OID45391_OID20390	OID45391	O14786	NRP1	OID20390	O14786	NRP1
OID45358_OID20391	OID45358_OID20391	OID45358	P12318	FCGR2A	OID20391	P12318	FCGR2A
OID45382_OID20392	OID45382_OID20392	OID45382	P80188	LCN2	OID20392	P80188	LCN2
OID45341_OID20393	OID45341_OID20393	OID45341	P20023	CR2	OID20393	P20023	CR2
OID45301_OID20394	OID45301_OID20394	OID45301	Q9NZK5	ADA2	OID20394	Q9NZK5	ADA2
OID45325_OID20395	OID45325_OID20395	OID45325	P55774	CCL18	OID20395	P55774	CCL18
OID45431_OID20396	OID45431_OID20396	OID45431	P19320	VCAM1	OID20396	P19320	VCAM1
OID45331_OID20397	OID45331_OID20397	OID45331	Q9NPY3	CD93	OID20397	Q9NPY3	CD93
OID45373_OID20398	OID45373_OID20398	OID45373	P17936	IGFBP3	OID20398	P17936	IGFBP3
OID45335_OID20399	OID45335_OID20399	OID45335	P36222	CHI3L1	OID20399	P36222	CHI3L1
OID45345_OID20400	OID45345_OID20400	OID45345	P01034	CST3	OID20400	P01034	CST3
OID45324_OID20401	OID45324_OID20401	OID45324	Q16627	CCL14	OID20401	Q16627	CCL14
OID45401_OID20402	OID45401_OID20402	OID45401	P04070	PROC	OID20402	P04070	PROC
OID45305_OID20403	OID45305_OID20403	OID45305	P03950	ANG	OID20403	P03950	ANG
OID45362_OID20404	OID45362_OID20404	OID45362	Q9UGM5	FETUB	OID20404	Q9UGM5	FETUB
OID45338_OID20405	OID45338_OID20405	OID45338	P49747	COMP	OID20405	P49747	COMP
OID45351_OID20406	OID45351_OID20406	OID45351	P27487	DPP4	OID20406	P27487	DPP4
OID45306_OID20407	OID45306_OID20407	OID45306	Q9Y5C1	ANGPTL3	OID20407	Q9Y5C1	ANGPTL3
OID45403_OID20408	OID45403_OID20408	OID45403	P41222	PTGDS	OID20408	P41222	PTGDS
OID45322_OID20409	OID45322_OID20409	OID45322	P00915	CA1	OID20409	P00915	CA1
OID45320_OID20410	OID45320_OID20410	OID45320	P06681	C2	OID20410	P06681	C2
OID45372_OID20411	OID45372_OID20411	OID45372	P05362	ICAM1	OID20411	P05362	ICAM1
OID45326_OID20412	OID45326_OID20412	OID45326	P13501	CCL5	OID20412	P13501	CCL5
OID45374_OID20413	OID45374_OID20413	OID45374	P24592	IGFBP6	OID20413	P24592	IGFBP6
OID45352_OID20414	OID45352_OID20414	OID45352	Q12805	EFEMP1	OID20414	Q12805	EFEMP1
OID45405_OID20415	OID45405_OID20415	OID45405	P05451	REG1A	OID20415	P05451	REG1A
OID45364_OID20416	OID45364_OID20416	OID45364	Q92820	GGH	OID20416	Q92820	GGH
OID45421_OID20417	OID45421_OID20417	OID45421	Q15582	TGFBI	OID20417	Q15582	TGFBI
OID45425_OID20418	OID45425_OID20418	OID45425	P01033	TIMP1	OID20418	P01033	TIMP1
OID42610_OID20419	OID42610_OID20419	OID42610	P60568	IL2	OID20419	P60568	IL2
OID42596_OID20420	OID42596_OID20420	OID42596	Q13651	IL10RA	OID20420	Q13651	IL10RA
OID42880_OID20421	OID42880_OID20421	OID42880	Q13219	PAPPA	OID20421	Q13219	PAPPA
OID42612_OID20422	OID42612_OID20422	OID42612	Q9UHF4	IL20RA	OID20422	Q9UHF4	IL20RA
OID42403_OID20423	OID42403_OID20423	OID42403	P63241	EIF5A	OID20423	P63241	EIF5A
OID42648_OID20424	OID42648_OID20424	OID42648	P05412	JUN	OID20424	P05412	JUN
OID42974_OID20425	OID42974_OID20425	OID42974	Q96AX2	RAB37	OID20425	Q96AX2	RAB37
OID42627_OID20426	OID42627_OID20426	OID42627	P05112	IL4	OID20426	P05112	IL4
OID42608_OID20427	OID42608_OID20427	OID42608	P01584	IL1B	OID20427	P01584	IL1B
OID42622_OID20428	OID42622_OID20428	OID42622	O95760	IL33	OID20428	O95760	IL33
OID42697_OID20429	OID42697_OID20429	OID42697	Q8NHJ6	LILRB4	OID20429	Q8NHJ6	LILRB4
OID42600_OID20430	OID42600_OID20430	OID42600	P35225	IL13	OID20430	P35225	IL13
OID42595_OID20431	OID42595_OID20431	OID42595	P22301	IL10	OID20431	P22301	IL10
OID42145_OID20432	OID42145_OID20432	OID42145	P27540	ARNT	OID20432	P27540	ARNT
OID43205_OID20433	OID43205_OID20433	OID43205	O95379	TNFAIP8	OID20433	O95379	TNFAIP8
OID42714_OID20434	OID42714_OID20434	OID42714	Q8WV07	LTO1	OID20434	Q8WV07	LTO1
OID42087_OID20435	OID42087_OID20435	OID42087	O43707	ACTN4	OID20435	O43707	ACTN4
OID42688_OID20436	OID42688_OID20436	OID42688	P28838	LAP3	OID20436	P28838	LAP3
OID42111_OID20437	OID42111_OID20437	OID42111	Q9NP70	AMBN	OID20437	Q9NP70	AMBN
OID42708_OID20438	OID42708_OID20438	OID42708	Q6UXK5	LRRN1	OID20438	Q6UXK5	LRRN1
OID42939_OID20439	OID42939_OID20439	OID42939	Q9HCU5	PREB	OID20439	Q9HCU5	PREB
OID42616_OID20440	OID42616_OID20440	OID42616	Q13007	IL24	OID20440	Q13007	IL24
OID42274_OID20441	OID42274_OID20441	OID42274	Q9UPV0	CEP164	OID20441	Q9UPV0	CEP164
OID42808_OID20442	OID42808_OID20442	OID42808	O60934	NBN	OID20442	O60934	NBN
OID42450_OID20443	OID42450_OID20443	OID42450	Q96P31	FCRL3	OID20443	Q96P31	FCRL3
OID42940_OID20444	OID42940_OID20444	OID42940	Q9Y478	PRKAB1	OID20444	Q9Y478	PRKAB1
OID42924_OID20445	OID42924_OID20445	OID42924	Q8TCS8	PNPT1	OID20445	Q8TCS8	PNPT1
